Asignatura Codificada,Cod.Car.Sec Codificado,Recursante,Anho,1P,Aprobado
10,3,1,5,19,1
10,3,1,5,16,1
10,3,1,5,17,1
10,3,1,5,20,1
10,3,1,5,22,1
10,3,1,5,17,1
10,3,1,5,21,1
10,3,1,5,22,1
10,3,1,5,22,1
10,3,1,5,19,1
10,3,1,5,20,1
10,3,1,5,18,1
10,3,1,5,14,1
10,3,1,5,19,1
307,3,1,5,0,1
307,3,0,5,0,0
307,3,0,5,0,0
307,3,0,5,0,0
307,3,0,5,0,0
307,3,1,5,0,1
307,3,1,5,0,1
307,3,0,5,0,0
307,3,1,5,0,1
307,3,0,5,0,0
307,3,1,5,0,1
307,3,0,5,0,0
307,3,0,5,0,0
307,3,0,5,0,0
307,3,1,5,0,1
307,3,0,5,0,0
307,3,0,5,0,0
307,3,0,5,0,0
307,3,0,5,0,0
307,3,0,5,0,0
103,6,0,5,0,0
103,6,1,5,17,1
103,6,0,5,7,0
103,6,1,5,18,1
103,6,0,5,0,0
103,6,1,5,10,1
103,6,1,5,16,1
103,6,1,5,18,1
103,6,0,5,6,0
103,6,1,5,10,0
103,2,1,5,18,1
103,6,0,5,4,0
103,6,1,5,18,1
103,6,1,5,10,0
103,6,1,5,8,0
103,6,1,5,10,1
103,6,1,5,21,1
103,6,1,5,15,1
103,6,1,5,10,1
103,6,1,5,20,1
103,6,1,5,8,0
103,6,1,5,0,0
103,6,1,5,11,1
103,6,1,5,23,1
103,2,1,5,21,1
103,6,1,5,7,1
103,6,1,5,12,1
103,2,1,5,6,1
103,6,1,5,18,1
103,2,1,5,0,1
103,6,1,5,23,1
103,6,1,5,18,1
103,6,1,5,13,1
103,2,1,5,18,1
103,6,1,5,0,1
103,6,1,5,14,1
103,6,1,5,12,1
103,6,1,5,21,1
103,6,0,5,7,0
103,6,1,5,10,0
103,6,0,5,5,0
103,6,1,5,15,0
103,6,1,5,17,1
103,6,1,5,14,0
103,6,1,5,6,0
103,6,1,5,10,1
103,6,1,5,18,1
103,2,1,5,15,1
103,6,1,5,6,1
103,2,1,5,14,1
103,2,1,5,14,1
103,6,1,5,8,0
103,6,1,5,6,1
103,6,0,5,2,0
103,6,1,5,8,1
103,6,1,5,18,0
103,6,1,5,10,0
103,6,1,5,6,1
103,2,1,5,24,1
103,6,1,5,7,0
103,6,1,5,11,1
103,6,1,5,14,1
103,6,1,5,17,1
103,6,1,5,17,0
103,6,1,5,19,1
103,6,0,5,10,0
103,6,1,5,11,1
103,6,1,5,18,1
103,2,1,5,18,0
103,6,1,5,11,1
103,6,0,5,17,0
103,6,1,5,18,0
392,2,1,5,14,1
392,2,0,5,0,0
392,2,1,5,0,1
392,2,1,5,19,1
392,2,0,5,0,0
392,2,1,5,7,1
392,2,1,5,19,1
392,2,1,5,10,1
392,2,1,5,11,1
392,2,1,5,19,1
392,2,0,5,9,0
392,2,0,5,5,0
392,2,1,5,19,1
392,2,1,5,17,1
392,2,1,5,15,1
392,2,1,5,9,1
392,2,1,5,12,1
392,2,0,5,4,0
37,2,1,5,21,1
37,2,1,5,15,0
37,2,1,5,21,1
37,2,1,5,23,1
37,2,1,5,19,1
37,2,0,5,4,0
37,2,1,5,17,1
37,2,0,5,19,0
37,2,1,5,18,1
105,2,1,5,17,1
105,2,0,5,0,0
105,2,1,5,11,1
105,2,1,5,8,0
105,2,1,5,15,1
105,2,1,5,21,1
105,2,1,5,11,1
105,2,1,5,10,1
105,2,1,5,18,1
105,2,1,5,6,1
105,2,0,5,1,0
84,2,1,5,24,1
84,2,1,5,0,0
84,2,1,5,21,1
84,2,1,5,6,1
84,2,1,5,11,1
84,2,1,5,22,1
84,2,1,5,16,1
84,2,1,5,16,1
84,2,1,5,6,0
84,2,0,5,0,0
84,2,1,5,22,1
84,2,1,5,17,1
84,2,1,5,13,1
18,2,1,5,11,1
18,2,1,5,17,1
18,2,1,5,24,1
18,2,1,5,24,1
18,2,0,5,4,0
18,2,1,5,11,1
18,2,0,5,10,0
18,2,1,5,24,1
435,2,1,5,12,1
435,2,1,5,13,1
435,2,0,5,0,0
435,2,1,5,11,1
435,2,0,5,0,0
435,2,0,5,1,0
435,2,0,5,6,0
435,2,1,5,20,1
435,2,1,5,6,1
435,2,1,5,11,1
435,2,1,5,14,1
435,2,1,5,14,1
404,2,1,5,11,0
404,2,1,5,13,0
404,2,1,5,4,0
404,2,0,5,0,0
404,2,0,5,0,0
404,2,1,5,4,0
404,2,1,5,16,1
404,2,1,5,16,1
404,2,0,5,5,0
404,2,1,5,12,0
404,2,1,5,0,1
404,2,0,5,3,0
404,2,1,5,11,1
404,2,1,5,7,1
404,2,1,5,16,1
404,2,0,5,0,0
404,2,0,5,5,0
404,2,1,5,15,1
404,2,0,5,0,0
404,2,1,5,9,1
404,2,1,5,9,0
404,2,0,5,0,0
404,2,0,5,0,0
404,2,1,5,10,1
404,2,1,5,14,1
404,2,0,5,3,0
408,2,1,5,14,1
408,2,1,5,2,1
408,2,1,5,13,1
408,2,1,5,11,1
408,2,1,5,11,1
408,2,1,5,14,1
408,2,0,5,0,0
408,2,1,5,10,1
408,2,1,5,12,1
408,2,1,5,8,1
408,2,1,5,10,1
408,2,1,5,13,1
408,2,1,5,10,1
408,2,1,5,6,1
408,2,1,5,9,1
107,2,1,5,8,0
107,2,1,5,19,1
107,2,1,5,20,1
107,2,1,5,15,1
107,2,1,5,21,1
107,2,0,5,16,0
107,2,1,5,22,1
107,2,0,5,9,0
107,2,1,5,23,1
107,2,1,5,10,1
107,2,1,5,16,1
107,2,1,5,20,1
107,2,1,5,13,1
107,2,1,5,15,1
107,2,1,5,22,1
403,2,0,5,2,0
403,2,1,5,18,1
403,2,1,5,3,1
403,2,0,5,5,0
403,2,1,5,15,0
403,2,0,5,7,0
403,2,0,5,1,0
403,2,1,5,13,1
403,2,1,5,10,1
403,2,1,5,6,0
293,2,0,5,0,0
293,2,1,5,16,1
293,2,1,5,22,1
293,2,1,5,22,1
293,2,1,5,0,0
293,2,1,5,0,0
293,2,1,5,23,1
293,2,1,5,20,1
293,2,1,5,19,1
293,2,0,5,0,0
293,2,1,5,0,1
293,2,1,5,21,1
293,2,1,5,20,1
293,2,1,5,18,1
293,2,1,5,22,1
293,2,1,5,22,1
293,2,1,5,17,1
293,2,1,5,21,1
293,2,1,5,22,1
54,2,1,5,23,1
54,2,1,5,19,1
54,2,1,5,20,1
54,2,1,5,17,1
54,2,1,5,8,1
54,2,1,5,23,1
54,2,1,5,0,1
54,2,1,5,19,1
54,2,1,5,11,1
54,2,1,5,17,1
54,2,1,5,20,1
405,2,1,5,14,1
405,2,1,5,19,1
405,2,1,5,17,1
405,2,1,5,23,1
405,2,1,5,10,1
405,2,1,5,12,1
405,2,1,5,17,1
405,2,1,5,11,1
405,2,1,5,24,1
405,2,1,5,23,1
405,2,1,5,14,1
405,2,1,5,18,1
405,2,1,5,22,1
405,2,1,5,15,1
405,2,1,5,18,1
405,2,1,5,21,1
213,2,1,5,20,1
213,2,1,5,21,1
213,2,1,5,18,1
213,2,1,5,19,1
213,2,1,5,16,1
213,2,1,5,22,1
213,2,1,5,18,1
213,2,1,5,21,1
213,2,1,5,16,1
213,2,1,5,22,1
213,2,1,5,23,0
213,2,1,5,23,1
213,2,1,5,19,1
213,2,1,5,24,1
407,2,1,5,16,0
407,2,0,5,0,0
407,2,1,5,17,0
407,2,1,5,22,1
407,2,0,5,16,0
407,2,1,5,21,0
407,2,1,5,18,1
407,2,0,5,0,0
407,2,1,5,0,1
407,2,1,5,20,1
407,2,0,5,19,0
407,2,1,5,18,1
407,2,0,5,21,0
407,2,1,5,23,1
407,2,0,5,15,0
407,2,1,5,12,0
407,2,1,5,23,1
407,2,1,5,21,1
407,2,1,5,5,1
407,2,1,5,0,1
407,2,1,5,22,1
407,2,1,5,21,1
407,2,1,5,21,0
407,2,1,5,18,1
407,2,1,5,20,1
407,2,1,5,24,1
407,2,1,5,17,0
407,2,1,5,22,1
295,2,1,5,9,1
295,2,1,5,18,1
295,2,1,5,5,1
295,2,1,5,14,1
295,2,1,5,13,1
295,2,0,5,6,0
295,2,1,5,9,1
295,2,1,5,5,1
295,2,1,5,11,1
295,2,1,5,15,1
295,2,1,5,12,1
295,2,1,5,11,1
295,2,1,5,15,1
295,2,1,5,14,1
295,2,1,5,4,1
295,2,0,5,15,0
295,2,1,5,10,0
295,2,1,5,6,1
295,2,1,5,13,1
295,2,1,5,12,1
295,2,0,5,0,0
295,2,1,5,8,1
295,2,1,5,19,1
295,2,1,5,13,1
295,2,1,5,12,1
295,2,1,5,14,1
317,2,1,5,17,1
317,2,1,5,17,1
317,2,1,5,12,1
317,2,1,5,10,1
317,2,1,5,21,1
317,2,1,5,17,1
317,2,1,5,21,1
317,2,1,5,15,1
317,2,1,5,15,1
317,2,1,5,22,1
317,2,1,5,23,1
317,2,1,5,24,1
317,2,1,5,23,1
317,2,1,5,19,1
53,2,1,5,13,1
53,2,1,5,6,1
53,2,1,5,15,1
53,2,1,5,12,1
53,2,1,5,14,1
53,2,1,5,23,1
53,2,1,5,13,1
53,2,1,5,19,1
53,2,1,5,19,1
53,2,1,5,18,1
53,2,1,5,21,1
53,2,1,5,19,1
53,2,1,5,19,1
53,2,1,5,17,1
53,2,1,5,16,1
53,2,1,5,18,1
302,2,1,5,22,1
302,2,1,5,23,1
302,2,1,5,24,1
302,2,0,5,14,0
302,2,1,5,23,1
302,2,1,5,17,1
307,2,1,5,0,1
307,2,0,5,0,0
307,2,0,5,0,0
307,2,0,5,0,0
307,2,1,5,0,1
307,2,1,5,0,1
307,2,1,5,0,1
307,2,0,5,0,0
307,2,0,5,0,0
307,2,0,5,0,0
307,2,0,5,0,0
140,0,0,5,6,0
140,0,0,5,6,0
140,0,0,5,0,0
140,0,0,5,0,0
140,0,1,5,10,1
140,0,0,5,2,0
140,0,1,5,19,1
140,0,1,5,13,1
140,0,1,5,12,0
140,0,0,5,0,0
140,0,1,5,20,1
140,0,1,5,6,0
140,0,1,5,8,1
140,0,1,5,0,1
140,0,1,5,16,1
140,0,1,5,24,1
140,0,1,5,19,1
140,0,1,5,9,1
140,0,0,5,0,0
140,0,0,5,4,0
140,0,1,5,11,0
140,0,1,5,0,0
140,0,1,5,14,1
140,0,1,5,18,1
140,0,0,5,0,0
140,0,1,5,22,1
140,0,1,5,8,1
140,0,0,5,6,0
140,0,0,5,0,0
140,0,0,5,0,0
140,0,1,5,12,1
140,0,0,5,8,0
140,0,1,5,24,0
140,0,1,5,6,1
140,0,0,5,0,0
445,0,1,5,21,1
445,0,1,5,18,0
445,0,1,5,21,1
445,0,1,5,17,1
445,0,1,5,16,1
445,0,1,5,18,1
445,0,1,5,16,1
445,0,1,5,18,1
445,0,1,5,21,1
445,0,1,5,22,1
445,0,1,5,16,1
445,0,1,5,19,1
445,0,1,5,22,1
445,0,1,5,20,1
445,0,1,5,22,1
445,0,1,5,21,1
445,0,1,5,21,1
445,0,1,5,23,1
445,0,1,5,21,1
445,0,1,5,20,1
445,0,1,5,23,1
445,0,1,5,24,1
445,0,1,5,16,0
445,0,1,5,19,1
445,0,1,5,22,1
445,0,1,5,20,1
159,0,1,5,11,1
159,0,1,5,6,1
159,0,1,5,10,1
159,0,1,5,18,1
159,0,1,5,14,1
159,0,1,5,13,1
159,0,1,5,22,1
159,0,1,5,16,1
159,0,1,5,11,1
159,0,1,5,6,1
159,0,1,5,10,1
159,0,0,5,16,0
159,0,1,5,20,1
159,0,1,5,5,1
159,0,1,5,18,1
159,0,1,5,6,1
159,0,1,5,11,1
159,0,1,5,13,1
159,0,1,5,3,1
159,0,0,5,6,0
159,0,1,5,21,1
159,0,1,5,14,1
31,0,1,5,20,1
31,0,1,5,19,1
31,0,1,5,16,1
31,0,1,5,19,1
31,0,0,5,0,0
31,0,1,5,19,0
31,0,1,5,17,1
31,0,1,5,16,0
31,0,1,5,19,1
31,0,1,5,19,1
31,0,1,5,19,1
31,0,1,5,16,1
31,0,1,5,20,1
31,0,1,5,19,1
31,0,1,5,17,1
31,0,1,5,16,1
31,0,1,5,0,0
31,0,1,5,21,1
31,0,1,5,0,0
31,0,1,5,19,1
31,0,0,5,0,0
31,0,0,5,12,0
31,0,1,5,17,1
31,0,1,5,0,0
31,0,1,5,20,1
31,0,1,5,21,1
31,0,1,5,24,1
31,0,1,5,20,1
31,0,0,5,0,0
31,0,1,5,13,1
31,0,1,5,14,1
147,0,1,5,12,1
147,0,0,5,0,0
147,0,1,5,7,1
147,0,1,5,12,1
147,0,1,5,0,1
147,0,1,5,9,1
147,0,1,5,0,1
147,0,1,5,8,1
147,0,1,5,14,1
147,0,1,5,14,1
147,0,1,5,18,1
147,0,1,5,11,1
147,0,1,5,10,1
147,0,1,5,7,1
147,0,1,5,17,1
147,0,1,5,12,1
147,0,1,5,0,1
147,0,1,5,14,1
147,0,1,5,18,0
147,0,1,5,15,1
147,0,1,5,11,0
147,0,1,5,10,0
147,0,0,5,0,0
40,0,1,5,23,1
40,0,0,5,14,0
40,0,1,5,17,1
40,0,1,5,23,1
40,0,1,5,18,1
40,0,1,5,21,1
40,0,1,5,17,0
40,0,1,5,24,1
40,0,0,5,21,0
40,0,1,5,20,1
40,0,1,5,24,1
40,0,1,5,0,0
40,0,1,5,24,1
40,0,0,5,24,0
40,0,1,5,22,1
40,0,0,5,14,0
40,0,1,5,20,1
40,0,1,5,24,1
40,0,1,5,16,0
40,0,1,5,21,0
40,0,1,5,18,0
413,0,1,5,20,1
413,0,1,5,22,0
413,0,1,5,22,1
413,0,1,5,20,1
413,0,1,5,24,1
413,0,1,5,20,1
413,0,1,5,22,0
413,0,1,5,20,1
413,0,1,5,20,0
413,0,1,5,24,1
413,0,1,5,24,1
413,0,0,5,0,0
95,0,1,5,15,1
95,0,1,5,18,1
95,0,1,5,18,1
95,0,1,5,15,1
95,0,1,5,15,1
95,0,1,5,15,1
95,0,1,5,15,1
95,0,1,5,18,1
95,0,1,5,18,1
95,0,1,5,21,1
95,0,1,5,15,1
95,0,1,5,12,1
95,0,1,5,21,1
95,0,1,5,18,1
95,0,1,5,15,1
375,0,1,5,16,1
375,0,1,5,15,1
375,0,1,5,18,0
161,0,1,5,11,1
161,0,1,5,14,1
161,0,1,5,13,1
161,0,1,5,6,1
161,0,1,5,6,0
161,0,1,5,15,1
161,0,1,5,12,1
288,0,1,5,0,1
288,0,1,5,12,1
288,0,1,5,12,1
288,0,1,5,6,1
288,0,1,5,15,1
288,0,1,5,17,1
288,0,1,5,19,1
288,0,1,5,2,1
288,0,1,5,13,1
288,0,1,5,4,1
314,0,1,5,0,1
314,0,1,5,10,1
314,0,1,5,21,1
314,0,1,5,21,1
314,0,1,5,14,1
314,0,1,5,15,1
65,0,1,5,3,1
65,0,1,5,20,1
65,0,1,5,24,1
65,0,1,5,15,1
65,0,1,5,21,1
65,0,1,5,20,1
65,0,1,5,11,1
65,0,1,5,23,1
65,0,1,5,15,1
65,0,1,5,22,1
65,0,1,5,18,0
362,0,1,5,24,1
362,0,1,5,24,1
362,0,1,5,24,1
362,0,1,5,24,1
362,0,1,5,24,1
362,0,1,5,24,1
362,0,1,5,24,1
362,0,1,5,23,1
362,0,1,5,24,1
362,0,1,5,23,1
362,0,1,5,23,1
362,0,1,5,20,1
362,0,1,5,23,1
362,0,1,5,22,1
362,0,1,5,23,1
182,0,1,5,11,1
182,0,1,5,0,1
182,0,1,5,4,1
182,0,1,5,7,1
182,0,1,5,16,1
182,0,1,5,9,1
182,0,1,5,4,1
182,0,1,5,19,1
182,0,1,5,14,1
181,0,1,5,15,1
181,0,1,5,0,1
181,0,1,5,16,1
181,0,1,5,19,1
181,0,1,5,17,1
181,0,1,5,15,1
181,0,1,5,15,1
181,0,1,5,17,1
181,0,1,5,17,1
181,0,1,5,15,1
181,0,1,5,14,1
181,0,1,5,19,1
181,0,0,5,12,0
181,0,1,5,18,1
307,0,0,5,0,0
307,0,0,5,0,0
307,0,1,5,0,1
307,0,0,5,0,0
307,0,1,5,0,1
307,0,0,5,0,0
277,7,1,5,24,1
277,7,1,5,24,1
277,7,1,5,17,1
277,7,1,5,17,1
277,7,1,5,24,1
277,7,1,5,24,1
277,7,0,5,0,0
277,7,1,5,24,1
277,7,1,5,20,0
277,7,1,5,21,1
277,7,1,5,21,1
277,7,1,5,21,1
271,7,1,5,17,1
271,7,1,5,12,1
271,7,1,5,3,1
271,7,0,5,9,0
271,7,0,5,0,0
271,7,1,5,6,1
271,7,0,5,0,0
271,7,1,5,6,1
271,7,1,5,12,1
271,7,0,5,9,0
271,7,1,5,4,1
271,7,0,5,8,0
271,7,0,5,10,0
271,7,1,5,8,1
271,7,0,5,0,0
271,7,0,5,7,0
271,7,1,5,16,1
271,7,0,5,9,0
437,7,0,5,7,0
437,7,1,5,19,1
437,7,1,5,12,1
437,7,1,5,17,1
437,7,1,5,10,1
437,7,1,5,7,1
437,7,1,5,10,0
437,7,0,5,6,0
437,7,1,5,19,1
437,7,1,5,16,1
437,7,1,5,9,1
437,7,0,5,0,0
437,7,1,5,18,1
437,7,1,5,17,1
437,7,1,5,13,1
437,7,0,5,9,0
437,7,1,5,13,1
437,7,0,5,14,0
437,7,1,5,14,0
437,7,1,5,14,0
437,7,1,5,14,1
437,7,0,5,17,0
437,7,1,5,20,1
437,7,0,5,0,0
437,7,0,5,12,0
437,7,0,5,10,0
437,7,1,5,0,1
437,7,0,5,0,0
437,7,0,5,9,0
437,7,0,5,6,0
437,7,0,5,10,0
437,7,0,5,8,0
437,7,0,5,0,0
283,7,1,5,15,1
283,7,1,5,21,1
283,7,1,5,17,1
283,7,1,5,17,1
283,7,1,5,20,1
283,7,1,5,22,1
283,7,0,5,0,0
283,7,1,5,18,1
283,7,1,5,17,0
283,7,1,5,20,1
283,7,0,5,11,0
283,7,1,5,17,1
283,7,1,5,17,1
112,7,1,5,9,1
112,7,1,5,0,0
112,7,1,5,16,1
112,7,0,5,0,0
112,7,0,5,4,0
112,7,1,5,9,0
112,7,0,5,0,0
112,7,1,5,7,1
112,7,1,5,4,1
112,7,1,5,14,1
112,7,1,5,13,1
112,7,1,5,11,1
112,7,0,5,4,0
112,7,1,5,9,1
112,7,1,5,11,1
112,7,1,5,15,1
112,7,1,5,9,1
281,7,1,5,12,1
281,7,1,5,21,1
281,7,1,5,9,1
281,7,1,5,16,1
281,7,1,5,7,1
281,7,1,5,16,1
281,7,1,5,11,0
281,7,1,5,18,1
281,7,1,5,11,0
281,7,1,5,18,1
334,7,1,5,18,1
334,7,1,5,18,1
334,7,1,5,0,1
334,7,0,5,0,0
334,7,1,5,12,1
334,7,1,5,19,1
334,7,1,5,17,1
334,7,1,5,20,1
334,7,1,5,23,1
334,7,1,5,19,1
439,7,1,5,13,1
439,7,1,5,17,1
439,7,1,5,0,0
439,7,0,5,0,0
439,7,1,5,16,1
439,7,1,5,13,1
439,7,1,5,6,1
460,7,1,5,14,0
26,7,0,5,0,0
26,7,1,5,24,1
26,7,1,5,20,1
26,7,1,5,24,1
26,7,1,5,24,1
26,7,0,5,0,0
26,7,1,5,24,1
26,7,0,5,0,0
67,5,1,5,14,1
67,5,1,5,24,1
67,5,0,5,0,0
67,5,1,5,14,1
67,5,1,5,13,1
67,6,1,5,0,1
67,5,1,5,22,1
67,5,1,5,15,1
67,5,0,5,0,0
67,5,1,5,16,1
67,5,1,5,0,1
67,6,1,5,0,1
67,5,1,5,24,1
67,6,1,5,24,0
67,6,1,5,24,1
67,5,1,5,16,1
67,5,1,5,16,1
67,6,1,5,18,0
67,5,1,5,0,1
67,5,1,5,12,1
67,5,0,5,0,0
67,5,1,5,24,1
67,6,1,5,0,1
67,6,1,5,24,1
67,6,1,5,24,1
67,6,1,5,23,1
67,5,1,5,0,0
67,5,1,5,24,1
67,6,1,5,18,1
67,6,1,5,24,1
67,6,1,5,23,1
67,7,1,5,15,1
67,6,1,5,24,1
67,5,1,5,18,1
67,5,0,5,0,0
67,5,1,5,24,1
67,5,1,5,17,1
67,7,1,5,23,0
67,5,1,5,16,1
67,6,1,5,17,1
67,5,1,5,16,1
67,5,1,5,16,1
67,5,1,5,23,1
67,5,1,5,24,1
67,5,0,5,0,0
67,6,1,5,16,1
67,5,1,5,15,1
67,7,1,5,18,1
67,6,1,5,24,1
67,6,1,5,19,1
67,5,1,5,24,1
67,6,1,5,23,1
67,7,1,5,16,1
67,5,1,5,24,1
67,5,1,5,11,1
67,5,1,5,18,1
245,7,1,5,16,1
245,7,1,5,18,1
245,7,1,5,14,1
245,7,1,5,15,1
245,7,1,5,15,1
27,7,1,5,0,1
318,7,1,5,16,1
258,7,1,5,0,1
411,7,1,5,0,1
246,7,1,5,0,1
307,7,0,5,0,0
374,6,1,5,11,0
374,6,0,5,10,0
374,6,0,5,3,0
374,6,0,5,14,0
374,6,1,5,15,1
374,6,1,5,0,1
374,6,0,5,0,0
374,6,1,5,9,1
374,6,0,5,10,0
374,6,1,5,16,1
374,6,1,5,18,1
374,6,1,5,13,1
374,6,1,5,9,1
374,6,1,5,16,1
374,6,1,5,13,1
374,6,1,5,21,1
374,6,1,5,3,0
374,6,1,5,14,1
374,6,0,5,0,0
374,6,1,5,11,1
374,6,1,5,18,1
374,6,1,5,16,0
374,6,1,5,13,1
374,6,1,5,23,1
374,6,1,5,4,0
374,6,1,5,11,1
374,6,1,5,12,1
374,6,1,5,16,1
374,6,1,5,0,1
374,6,0,5,5,0
374,6,1,5,19,1
374,6,0,5,4,0
374,6,1,5,10,0
374,6,0,5,4,0
374,6,1,5,0,1
374,6,1,5,16,1
374,6,1,5,0,1
374,6,1,5,22,1
374,6,1,5,15,1
374,6,1,5,4,1
374,6,1,5,12,1
374,6,1,5,10,1
374,6,1,5,18,1
374,6,1,5,16,1
374,6,1,5,23,1
374,6,0,5,1,0
374,6,1,5,22,1
374,6,1,5,20,1
374,6,1,5,15,1
374,6,1,5,6,1
105,6,1,5,19,1
105,6,1,5,12,0
105,6,1,5,11,0
105,6,0,5,0,0
105,6,1,5,9,0
105,6,1,5,8,0
105,6,1,5,9,1
105,6,0,5,6,0
105,6,1,5,11,1
105,6,1,5,14,1
105,6,1,5,16,0
105,6,1,5,12,0
105,6,1,5,12,1
105,6,1,5,15,0
105,6,1,5,13,0
105,6,1,5,8,1
105,6,1,5,12,1
105,6,1,5,9,1
105,6,1,5,15,1
105,6,1,5,10,1
105,6,1,5,18,1
105,6,1,5,18,1
105,6,1,5,18,1
105,6,1,5,18,1
105,6,1,5,8,1
105,6,1,5,11,1
105,6,1,5,10,1
105,6,1,5,19,1
105,6,1,5,0,1
105,6,1,5,18,1
105,6,1,5,0,1
105,6,1,5,5,0
105,6,1,5,12,1
105,6,1,5,19,1
105,6,0,5,15,0
105,6,1,5,4,1
105,6,0,5,0,0
105,6,1,5,20,1
105,6,1,5,15,1
105,6,1,5,21,1
105,6,1,5,17,1
105,6,1,5,19,1
105,6,1,5,20,1
105,6,1,5,17,1
105,6,1,5,12,1
105,6,1,5,19,1
105,6,1,5,12,1
105,6,1,5,15,1
105,6,1,5,18,1
437,6,1,5,18,1
437,6,1,5,12,1
437,6,0,5,9,0
437,6,1,5,19,1
437,6,0,5,8,0
437,6,1,5,17,1
437,6,0,5,7,0
437,6,0,5,17,0
437,6,1,5,22,1
437,6,0,5,9,0
437,6,1,5,11,1
437,6,1,5,10,1
437,6,1,5,12,1
437,6,0,5,2,0
437,6,0,5,6,0
437,6,0,5,0,0
437,6,1,5,21,1
437,6,1,5,16,1
437,6,1,5,7,1
437,6,0,5,7,0
437,6,1,5,12,1
437,6,1,5,16,1
437,6,1,5,8,1
437,6,1,5,19,1
437,6,0,5,10,0
437,6,1,5,19,1
437,6,0,5,7,0
437,6,1,5,19,1
437,6,1,5,17,1
437,6,1,5,12,0
437,6,1,5,15,1
437,6,1,5,10,1
437,6,1,5,13,1
437,6,0,5,8,0
437,6,0,5,8,0
437,6,0,5,0,0
437,6,0,5,0,0
437,6,1,5,17,1
437,6,0,5,11,0
437,6,0,5,6,0
437,6,1,5,17,1
437,6,0,5,11,0
437,6,1,5,17,1
437,6,0,5,0,0
437,6,0,5,3,0
437,6,1,5,19,1
437,6,1,5,18,1
437,6,1,5,18,1
437,6,1,5,19,1
437,6,1,5,10,1
437,6,1,5,11,1
437,6,0,5,9,0
437,6,1,5,13,1
437,6,1,5,13,1
437,6,1,5,15,1
437,6,1,5,17,1
437,6,1,5,7,1
283,6,1,5,15,1
283,6,0,5,14,0
283,6,1,5,13,1
283,6,1,5,23,1
283,6,1,5,0,1
283,6,0,5,16,0
283,6,1,5,0,1
283,6,1,5,19,1
283,6,1,5,12,0
283,6,1,5,21,0
283,6,1,5,16,1
283,6,1,5,17,1
283,6,1,5,18,1
283,6,1,5,20,1
283,6,1,5,18,1
283,6,1,5,16,0
283,6,1,5,13,0
283,6,1,5,16,1
283,6,1,5,17,1
283,6,1,5,20,1
283,6,1,5,17,1
283,6,1,5,16,0
283,6,1,5,15,1
283,6,1,5,18,1
283,6,0,5,15,0
283,6,0,5,16,0
283,6,1,5,17,0
283,6,1,5,18,1
283,6,1,5,18,1
283,6,1,5,20,1
283,6,1,5,18,1
283,6,1,5,20,1
283,6,1,5,16,1
283,6,1,5,17,1
283,6,1,5,15,1
283,6,1,5,18,1
283,6,1,5,20,1
283,6,1,5,17,1
271,6,0,5,0,0
271,6,1,5,11,1
271,6,1,5,11,1
271,6,0,5,11,0
271,6,0,5,13,0
271,6,1,5,7,1
271,6,1,5,12,1
271,6,0,5,0,0
271,6,1,5,0,1
271,6,1,5,7,0
271,6,1,5,12,1
271,6,1,5,14,0
271,6,0,5,0,0
271,6,0,5,12,0
271,6,1,5,8,1
271,6,1,5,13,0
271,6,0,5,0,0
271,6,1,5,14,0
271,6,1,5,9,1
271,6,1,5,16,1
271,6,1,5,5,1
271,6,0,5,0,0
271,6,0,5,0,0
271,6,1,5,3,0
271,6,0,5,0,0
271,6,1,5,10,1
271,6,1,5,0,0
271,6,1,5,13,0
271,6,0,5,12,0
271,6,1,5,0,0
271,6,1,5,7,1
271,6,1,5,9,1
271,6,0,5,0,0
271,6,1,5,8,0
271,6,1,5,15,1
271,6,1,5,15,1
271,6,0,5,9,0
271,6,1,5,14,1
271,6,1,5,14,1
271,6,0,5,0,0
271,6,0,5,0,0
271,6,0,5,0,0
271,6,0,5,9,0
271,6,1,5,18,1
271,6,1,5,7,1
271,6,0,5,0,0
271,6,1,5,19,1
271,6,1,5,13,0
271,6,1,5,12,1
271,6,1,5,14,0
271,6,0,5,11,0
271,6,1,5,0,1
271,6,0,5,0,0
271,6,1,5,0,0
271,6,1,5,5,0
271,6,1,5,11,1
271,6,0,5,11,0
271,6,0,5,0,0
271,6,0,5,0,0
271,6,0,5,7,0
271,6,1,5,4,0
271,6,0,5,10,0
271,6,0,5,0,0
271,6,1,5,11,1
271,6,0,5,12,0
271,6,0,5,6,0
271,6,0,5,0,0
271,6,1,5,13,1
271,6,0,5,0,0
271,6,0,5,2,0
271,6,1,5,16,1
271,6,0,5,0,0
271,6,1,5,10,0
271,6,1,5,13,0
271,6,1,5,16,1
271,6,0,5,15,0
271,6,1,5,0,1
271,6,0,5,3,0
271,6,1,5,8,1
271,6,0,5,5,0
271,6,0,5,0,0
271,6,0,5,0,0
271,6,0,5,7,0
271,6,1,5,13,1
271,6,1,5,18,1
271,6,1,5,12,0
271,6,1,5,17,1
271,6,0,5,0,0
271,6,0,5,0,0
271,6,1,5,20,1
271,6,1,5,13,1
271,6,0,5,0,0
271,6,0,5,8,0
271,6,0,5,14,0
271,6,0,5,0,0
271,6,1,5,11,1
271,6,1,5,12,1
271,6,0,5,0,0
271,6,0,5,0,0
271,6,1,5,4,0
271,6,1,5,16,1
271,6,1,5,17,1
271,6,0,5,0,0
